Division,Section,Department,Node,Size,Key Size = 1
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK 11,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK 11,0
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 11,0
"Luggage, Bags & Footwear",Footwear,Men,Shoes,UK 12,
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK 12,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK 12,0
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 12,0
"Luggage, Bags & Footwear",Footwear,Men,Shoes,UK 3,
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 3,0
"Luggage, Bags & Footwear",Footwear,Men,Shoes,UK 4,
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 4,0
"Luggage, Bags & Footwear",Footwear,Men,Shoes,UK 5,
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK 5,0
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 5,0
"Luggage, Bags & Footwear",Footwear,Men,Shoes,UK 6,
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK 6,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK 6,1
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 6,1
"Luggage, Bags & Footwear",Footwear,Men,Shoes,UK 7,
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK 7,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK 7,1
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 7,1
"Luggage, Bags & Footwear",Footwear,Men,Shoes,UK 8,1
"Luggage, Bags & Footwear",Footwear,Men,Slippers,UK 8,1
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK 8,1
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK 8,1
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 8,1
"Luggage, Bags & Footwear",Footwear,Men,Shoes,UK 9,1
"Luggage, Bags & Footwear",Footwear,Men,Slippers,UK 9,1
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK 9,1
"Luggage, Bags & Footwear",Footwear,Women,Shoes,S,1
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK 9,0
"Luggage, Bags & Footwear",Footwear,Women,Sneakers,UK 9,0
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK10,1
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK10,0
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK11,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK11,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK4,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK5,0
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK6,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK6,1
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK7,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK7,1
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK8,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK8,1
"Luggage, Bags & Footwear",Footwear,Men,Sneakers,UK9,0
"Luggage, Bags & Footwear",Footwear,Unisex,Sneakers,UK9,0
